horodatage,commit,execution,quality_gate,bugs,vulnerabilites,security_hotspots,code_smells,couverture,duplication,lignes_de_code,note_securite,note_fiabilite,note_maintenabilite
2026-08-18T02:10:41Z,bc6d7a901f89,32090656006,OK,2,0,0,35,37.4,2.5,960,A,C,A
